pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid
$15995,los angeles,San Fernando,2015 Toyota Camry,,4 cylinders,fwd,gas,3.6072,white,,automatic,sedan,1,15995,9.680031452383618,2015,3,1.2829318481247374,0,0,0,0
$500,los angeles,LA san gabriel,1991 Toyota Camry,fair,4 cylinders,fwd,gas,21.7,white,mid-size,automatic,,0,500,6.214608098422191,1991,27,3.077312260546414,0,0,0,0
$5000,los angeles,North LA county,2010 toyota camry hybrid,good,4 cylinders,fwd,gas,37.0,,,automatic,sedan,0,5000,8.517193191416238,2010,8,3.6109179126442243,0,0,0,1
$3900,los angeles,,2004 Toyota Camry,like new,6 cylinders,fwd,gas,21.7337,custom,,automatic,sedan,1,3900,8.268731832117737,2004,14,3.0788640512878254,0,0,0,0
$5800,los angeles,North LA county,2007 toyota camry hybrid,like new,4 cylinders,,gas,11.626930303030303,,,automatic,SUV,0,5800,8.66561319653451,2007,11,2.4533239852615467,0,0,0,1
$3700,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,,gas,13.2,,,automatic,,0,3700,8.216088098632316,2003,15,2.580216829592325,0,0,0,0
$1100,los angeles,LA westside-southbay,2003 Toyota Camry Xle,,,,gas,14.081671428571426,,,automatic,,0,1100,7.003065458786462,2003,15,2.6448740531000756,0,1,0,0
$7900,los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,,gas,11.7,,,automatic,,0,7900,8.974618038455112,2009,9,2.4595888418037104,0,0,1,0
$6500,los angeles,central LA,2009 toyota camry le,like new,4 cylinders,,gas,12.8708,grey,full-size,automatic,sedan,0,6500,8.779557455883728,2009,9,2.5549611797383385,1,0,0,0
$1502,los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,16.4503625,black,,automatic,,0,1502,7.31455283232408,2009,9,2.8003475134427456,0,0,1,0
$2750,los angeles,LA westside-southbay,1991 toyota camry,,,,gas,15.3,,,automatic,wagon,0,2750,7.919356190660617,1991,27,2.72785282839839,0,0,0,0
$2000,los angeles,central LA,2004 toyota camry solara,,,,gas,20.1038,,,automatic,,0,2000,7.600902459542082,2004,14,3.0009088519228055,0,0,0,0
$4500,los angeles,San Fernando,2005 Toyota Camry LE,good,4 cylinders,,gas,12.1,white,,automatic,,0,4500,8.411832675758411,2005,13,2.4932054526026954,1,0,0,0
$5300,los angeles,central LA,2007 toyota camry,excellent,4 cylinders,,gas,12.0,white,,automatic,sedan,0,5300,8.575462099540212,2007,11,2.4849066497880004,0,0,0,0
$11000,los angeles,LA long beach,2016 toyota camry le 4dr sedan,,,,gas,4.249044444444444,,,automatic,,0,11000,9.305650551780507,2016,2,1.4466941210554805,1,0,1,0
$8500,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,,gas,7.9,,,automatic,,0,8500,9.047821442478408,2011,7,2.066862759472976,0,0,0,0
$2400,los angeles,central LA,2002 toyota camry,fair,6 cylinders,fwd,gas,18.3821,grey,full-size,automatic,sedan,0,2400,7.783224016336037,2002,16,2.9113773650255705,0,0,0,0
$7500,los angeles,LA san gabriel,2012 Toyota Camry se,,4 cylinders,,gas,8.304973333333333,,,automatic,,0,7500,8.922658299524402,2012,6,2.116854532142985,0,0,1,0
$6000,los angeles,LA long beach,2009 toyota camry le,,,,gas,16.4503625,,,automatic,,0,6000,8.699514748210191,2009,9,2.8003475134427456,1,0,0,0
$1200,los angeles,central LA,2000 toyota camry,,,,gas,16.833457142857146,,,manual,sedan,0,1200,7.090076835776092,2000,18,2.823368402607373,0,0,0,0
$3950,los angeles,LA long beach,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.281470857895167,2004,14,2.8903717578961645,0,0,0,0
$4500,los angeles,central LA,2008 toyota camry le,,,,gas,12.548111764705883,,,automatic,,0,4500,8.411832675758411,2008,10,2.5295701972624567,1,0,0,0
$2900,los angeles,central LA,2004 Toyota Camry,,4 cylinders,,gas,19.4324,blue,,automatic,sedan,0,2900,7.9724660159745655,2004,14,2.9669417760907284,0,0,0,0
$7000,los angeles,San Fernando,2009 toyota camry,good,4 cylinders,,gas,10.0,grey,,automatic,sedan,0,7000,8.85366542803745,2009,9,2.302585092994046,0,0,0,0
$3600,los angeles,San Fernando,2003 toyota camry le,,,,gas,14.081671428571426,,,automatic,,0,3600,8.1886891244442,2003,15,2.6448740531000756,1,0,0,0
$3950,los angeles,LA san gabriel,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.281470857895167,2004,14,2.8903717578961645,0,0,0,0
$2700,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,,gas,16.833457142857146,brown,full-size,automatic,pickup,0,2700,7.90100705199242,2000,18,2.823368402607373,0,0,0,0
$10500,los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,3.5092,black,full-size,automatic,sedan,0,10500,9.259130536145614,2013,5,1.2553880912720916,1,0,0,0
$1000,los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,,fwd,gas,15.408045833333334,white,full-size,automatic,sedan,0,1000,6.907755278982137,2004,14,2.7348898296965514,1,0,0,0
$7500,los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,,gas,3.2,green,compact,automatic,coupe,0,7500,8.922658299524402,2003,15,1.1631508098056809,1,0,0,0
$1600,los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,,gas,15.3123,silver,,automatic,sedan,0,1600,7.3777589082278725,2008,10,2.7286564269951574,0,0,0,0
$5950,los angeles,LA westside-southbay,2006 toyota camry le,,,,gas,12.667181249999999,,,automatic,,0,5950,8.691146498539675,2006,12,2.539014495233103,1,0,0,0
$2200,los angeles,LA long beach,1998 TOYOTA CAMRY,like new,,,gas,16.0,,,automatic,,0,2200,7.696212639346407,1998,20,2.772588722239781,0,0,0,0
$11800,los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,2.3,white,full-size,automatic,sedan,0,11800,9.375854810453756,2012,6,0.8329091229351039,0,0,0,0
$2895,los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,18.374,brown,mid-size,automatic,sedan,0,2895,7.970740390007095,1998,20,2.9109366218492747,1,0,0,0
$7405,los angeles,LA westside-southbay,2008 Toyota Camry,,6 cylinders,fwd,gas,13.1306,grey,mid-size,automatic,sedan,1,7405,8.909910726701899,2008,10,2.5749453841480143,0,0,0,0
$6700,los angeles,LA san gabriel,2007 Toyota Camry,,,,gas,12.2,,,automatic,,0,6700,8.809862805379057,2007,11,2.501435951739211,0,0,0,0
$1200,los angeles,central LA,2000 toyota camry,new,6 cylinders,fwd,gas,16.833457142857146,black,full-size,manual,sedan,0,1200,7.090076835776092,2000,18,2.823368402607373,0,0,0,0
$3950,los angeles,North LA county,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.281470857895167,2004,14,2.8903717578961645,0,0,0,0
$7500,los angeles,central LA,2003 toyota camry,like new,4 cylinders,,gas,3.2,green,,automatic,,0,7500,8.922658299524402,2003,15,1.1631508098056809,0,0,0,0
$4700,los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,11.6,white,,automatic,sedan,0,4700,8.45531778769815,2004,14,2.451005098112319,0,0,1,0
$4500,los angeles,central LA,2008 toyota camry,,,,gas,12.548111764705883,,,automatic,,0,4500,8.411832675758411,2008,10,2.5295701972624567,0,0,0,0
$2900,los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,10.2767,grey,full-size,automatic,sedan,0,2900,7.9724660159745655,1999,19,2.329879196818591,0,0,0,0
$4000,los angeles,LA westside-southbay,2006 toyota camry solara,,,,gas,12.667181249999999,,,automatic,,0,4000,8.294049640102028,2006,12,2.539014495233103,0,0,0,0
$3950,los angeles,San Fernando,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.281470857895167,2004,14,2.8903717578961645,0,0,0,0
$11995,los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,10.3674,white,mid-size,automatic,sedan,1,11995,9.392245175273795,2014,4,2.338666267564994,0,0,1,0
$9900,los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,,gas,11.4512,red,full-size,automatic,sedan,1,9900,9.20029003612268,2012,6,2.438094528002196,0,0,1,0
$15999,los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,2.9122,black,full-size,automatic,sedan,0,15999,9.680281499268713,2016,2,1.068908809294667,0,0,1,0
$6500,los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,,gas,13.9,white,sub-compact,automatic,sedan,0,6500,8.779557455883728,2007,11,2.631888840136646,0,0,0,0
$3500,los angeles,LA westside-southbay,2004 toyota camry xle,good,,,gas,20.7,silver,,automatic,,0,3500,8.160518247477505,2004,14,3.0301337002713233,0,1,0,0
$5499,los angeles,San Fernando,2007 toyota camry,excellent,,,gas,10.0,,,automatic,,0,5499,8.612321536507814,2007,11,2.302585092994046,0,0,0,0
$17000,los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,2.0,black,full-size,automatic,sedan,0,17000,9.740968623038354,2017,1,0.6931471805599453,0,0,0,0
$5500,los angeles,LA long beach,2004 toyota camry xle,excellent,4 cylinders,,gas,11.5334,,,automatic,,0,5500,8.612503371220562,2004,14,2.445247173725684,0,1,0,0
$9490,los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,,gas,8.304973333333333,white,,automatic,,0,9490,9.157993891603974,2012,6,2.116854532142985,1,0,0,0
$1500,los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,16.8,grey,mid-size,automatic,sedan,0,1500,7.313220387090301,1992,26,2.8213788864092133,0,0,0,0
$2000,los angeles,LA westside-southbay,1999 toyota camry xle,fair,6 cylinders,fwd,gas,15.73,green,compact,automatic,sedan,0,2000,7.600902459542082,1999,19,2.7555697170701863,0,1,0,0
$3500,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,,gas,14.081671428571426,white,,automatic,,0,3500,8.160518247477505,2003,15,2.6448740531000756,0,0,0,0
$8299,los angeles,central LA,2009 Toyota Camry,,,,gas,16.4503625,,,automatic,,0,8299,9.023890304598448,2009,9,2.8003475134427456,0,0,0,0
$7800,los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,,gas,12.0,white,,automatic,sedan,0,7800,8.961879012677683,2010,8,2.4849066497880004,1,0,0,0
$4100,los angeles,San Fernando,2006 TOYOTA CAMRY SE,,6 cylinders,,gas,16.56,,,automatic,,0,4100,8.318742252692399,2006,12,2.8069901489571136,0,0,1,0
$3950,los angeles,central LA,2004 toyota camry,,,,gas,18.0,,,automatic,,0,3950,8.281470857895167,2004,14,2.8903717578961645,0,0,0,0
$3800,los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,11.6,silver,mid-size,automatic,sedan,0,3800,8.242756345714477,2004,14,2.451005098112319,0,0,0,0
$8900,los angeles,San Fernando,2012 toyota camry le,,,,gas,8.304973333333333,,,automatic,,0,8900,9.093806555720231,2012,6,2.116854532142985,1,0,0,0
$2700,los angeles,LA long beach,2005 toyota camry le,,4 cylinders,,gas,19.0,,,automatic,,0,2700,7.90100705199242,2005,13,2.9444389791664403,1,0,0,0
$14995,los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,6.5467,white,,automatic,sedan,1,14995,9.61547209118311,2016,2,1.8789611058949423,0,0,1,0
$16225,los angeles,LA westside-southbay,2015 Toyota Camry,like new,,fwd,gas,1.4319,white,,automatic,sedan,1,16225,9.69430854157229,2015,3,0.35900223369782347,0,0,0,0
$1950,los angeles,LA san gabriel,2001 Toyota Camry le,,,,gas,22.8,,,automatic,,0,1950,7.575584651557793,2001,17,3.126760535960395,1,0,0,0
$1900,los angeles,central LA,1998 toyota camry,,,,gas,16.824258333333333,,,automatic,,0,1900,7.549609165154532,1998,20,2.8228217933308546,0,0,0,0
$2500,los angeles,San Fernando,2002 toyota camry,excellent,,,gas,14.326720833333335,,,automatic,,0,2500,7.824046010856292,2002,16,2.6621263833674,0,0,0,0
$7500,los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658299524402,2009,9,2.0918640616783932,1,0,0,0
$8995,los angeles,North LA county,2008 Toyota Camry Solara,,,fwd,other,8.3133,white,,automatic,coupe,1,8995,9.104424146384634,2008,10,2.117856641952647,0,0,0,0
$1500,los angeles,central LA,1996 toyota camry,excellent,,,gas,21.9,,,automatic,,0,1500,7.313220387090301,1996,22,3.086486636822455,0,0,0,0
$3500,los angeles,LA long beach,2003 toyota camry,good,4 cylinders,fwd,gas,16.2,black,full-size,automatic,sedan,0,3500,8.160518247477505,2003,15,2.785011242238338,0,0,0,0
$6000,los angeles,San Fernando,2008 Toyota Camry Hybrid,good,4 cylinders,fwd,hybrid,12.2,white,full-size,automatic,sedan,0,6000,8.699514748210191,2008,10,2.501435951739211,0,0,0,1
$8495,los angeles,LA san gabriel,2007 Toyota Camry,excellent,,,gas,5.3,grey,,automatic,sedan,0,8495,9.047233034106032,2007,11,1.667706820558076,0,0,0,0
$2300,los angeles,central LA,1999 toyota camry,excellent,4 cylinders,fwd,gas,12.4,white,compact,automatic,sedan,0,2300,7.7406644019172415,1999,19,2.517696472610991,0,0,0,0
$14900,los angeles,San Fernando,2014 toyota camry,excellent,4 cylinders,fwd,gas,7.3,white,mid-size,automatic,sedan,0,14900,9.60911649193355,2014,4,1.9878743481543455,0,0,0,0
$7500,los angeles,central LA,2009 toyota camry,,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658299524402,2009,9,2.0918640616783932,0,0,0,0
$361,los angeles,LA westside-southbay,2017 toyota camry hybrid,new,4 cylinders,rwd,hybrid,0.07,red,mid-size,automatic,sedan,0,361,5.8888779583328805,2017,1,-2.659260036932778,0,0,0,1
$1500,los angeles,North LA county,2001 toyota camry,excellent,6 cylinders,,gas,27.0,,,automatic,,0,1500,7.313220387090301,2001,17,3.295836866004329,0,0,0,0
$1,los angeles,North LA county,2004 toyota camry,like new,,,gas,11.3,,,manual,,0,1,0.0,2004,14,2.424802725718295,0,0,0,0
$6800,los angeles,central LA,2012 toyota camry se,excellent,4 cylinders,,gas,8.304973333333333,,,automatic,,0,6800,8.824677891164198,2012,6,2.116854532142985,0,0,1,0
$2000,los angeles,central LA,2008 TOYOTA CAMRY,,,,gas,12.548111764705883,,,automatic,,0,2000,7.600902459542082,2008,10,2.5295701972624567,0,0,0,0
$2700,los angeles,San Fernando,2002 toyota camry,excellent,4 cylinders,,gas,16.1,,,automatic,,0,2700,7.90100705199242,2002,16,2.7788192719904172,0,0,0,0
$1400,los angeles,central LA,2001 Toyota Camry,,,,gas,16.201468750000004,,,automatic,,0,1400,7.24422751560335,2001,17,2.7851019017088916,0,0,0,0
